id	is_hate	location
5570	0.0	California, United States
5571	0.0	California, United States
5572	0.0	California, United States
5573	0.0	Pacific Time (US & Canada)
5574	0.0	California, United States
5575	0.0	California, United States
5576	0.0	California, United States
5577	0.0	California, United States
5578	0.0	California, United States
5579	0.0	California, United States
5580	0.0	California, United States
5581	0.0	California, United States
5582	0.0	California, United States
5583	0.0	California, United States
5584	0.0	California, United States
5585	0.0	California, United States
5586	0.0	California, United States
5587	0.0	California, United States
5588	0.0	California, United States
5589	0.0	California, United States
5590	0.0	Pacific Time (US & Canada)
5591	0.0	California, United States
5592	0.0	California, United States
5593	0.0	California, United States
5594	0.0	California, United States
5595	0.0	California, United States
5596	0.0	California, United States
5597	0.0	California, United States
5598	0.0	Pacific Time (US & Canada)
5599	0.0	California, United States
5600	0.0	California, United States
5601	0.0	California, United States
5602	0.0	California, United States
5603	0.0	California, United States
5604	0.0	California, United States
5605	0.0	Pacific Time (US & Canada)
5606	0.0	California, United States
5607	0.0	California, United States
5608	0.0	California, United States
5609	0.0	Pacific Time (US & Canada)
5610	0.0	California, United States
5611	0.0	Pacific Time (US & Canada)
5612	0.0	California, United States
5613	0.0	California, United States
5614	0.0	California, United States
5615	0.0	California, United States
5616	0.0	California, United States
5617	0.0	California, United States
5618	0.0	California, United States
5619	0.0	California, United States
5620	0.0	California, United States
5621	0.0	California, United States
5622	0.0	California, United States
5623	0.0	California, United States
5624	0.0	California, United States
5625	0.0	California, United States
5626	0.0	California, United States
5627	0.0	California, United States
5628	0.0	California, United States
5629	0.0	California, United States
5630	0.0	California, United States
5631	0.0	California, United States
5632	0.0	California, United States
5633	0.0	California, United States
5634	0.0	California, United States
5635	0.0	California, United States
5636	0.0	California, United States
5637	0.0	California, United States
5638	0.0	California, United States
5639	0.0	California, United States
5640	0.0	California, United States
5641	0.0	California, United States
5642	0.0	California, United States
5643	0.0	California, United States
5644	0.0	California, United States
5645	0.0	California, United States
5646	0.0	California, United States
5647	0.0	California, United States
5648	0.0	California, United States
5649	0.0	California, United States
5650	0.0	California, United States
5651	0.0	California, United States
5652	0.0	California, United States
5653	0.0	California, United States
5654	0.0	California, United States
5655	0.0	California, United States
5656	0.0	California, United States
5657	0.0	Pacific Time (US & Canada)
5658	0.0	California, United States
5659	0.0	California, United States
5660	0.0	California, United States
5661	0.0	Pacific Time (US & Canada)
5662	0.0	California, United States
5663	0.0	California, United States
5664	0.0	California, United States
5665	0.0	California, United States
5666	0.0	California, United States
5667	0.0	Pacific Time (US & Canada)
5668	0.0	California, United States
5669	0.0	Pacific Time (US & Canada)
5670	0.0	California, United States
5671	0.0	Pacific Time (US & Canada)
5672	0.0	California, United States
5673	0.0	California, United States
5674	0.0	Pacific Time (US & Canada)
5675	0.0	Pacific Time (US & Canada)
5676	0.0	Pacific Time (US & Canada)
5677	0.0	California, United States
5678	0.0	California, United States
5679	0.0	California, United States
5680	0.0	California, United States
5681	0.0	California, United States
5682	0.0	California, United States
5683	0.0	California, United States
5684	0.0	California, United States
5685	0.0	California, United States
5686	0.0	California, United States
5687	0.0	California, United States
5688	0.0	California, United States
5689	0.0	California, United States
5690	0.0	California, United States
5691	0.0	California, United States
5692	0.0	California, United States
5693	0.0	Pacific Time (US & Canada)
5694	0.0	California, United States
5695	0.0	California, United States
5696	0.0	California, United States
5697	0.0	Pacific Time (US & Canada)
5698	0.0	California, United States
5699	0.0	California, United States
5700	0.0	California, United States
5701	0.0	California, United States
5702	0.0	Pacific Time (US & Canada)
5703	0.0	California, United States
5704	0.0	California, United States
5705	0.0	California, United States
5706	0.0	California, United States
5707	0.0	California, United States
5708	0.0	California, United States
5709	0.0	California, United States
5710	0.0	California, United States
5711	0.0	California, United States
5712	0.0	California, United States
5713	0.0	California, United States
5714	0.0	California, United States
5715	0.0	California, United States
5716	0.0	California, United States
5717	0.0	California, United States
5718	0.0	California, United States
5719	0.0	California, United States
5720	0.0	California, United States
5721	0.0	California, United States
5722	0.0	California, United States
5723	0.0	California, United States
5724	0.0	California, United States
5725	0.0	California, United States
5726	0.0	California, United States
5727	0.0	California, United States
5728	0.0	California, United States
5729	0.0	California, United States
5730	0.0	California, United States
5731	0.0	California, United States
5732	0.0	California, United States
5733	0.0	California, United States
5734	0.0	California, United States
5735	0.0	California, United States
5736	0.0	California, United States
5737	0.0	California, United States
5738	0.0	California, United States
5739	0.0	California, United States
5740	0.0	California, United States
5741	0.0	California, United States
5742	0.0	California, United States
5743	0.0	California, United States
5744	0.0	California, United States
5745	0.0	California, United States
5746	0.0	California, United States
5747	0.0	California, United States
5748	0.0	California, United States
5749	0.0	California, United States
5750	0.0	California, United States
5751	0.0	Pacific Time (US & Canada)
5752	0.0	California, United States
5753	0.0	California, United States
5754	0.0	California, United States
5755	0.0	California, United States
5756	0.0	California, United States
5757	0.0	California, United States
5758	0.0	California, United States
5759	0.0	California, United States
5760	0.0	California, United States
5761	0.0	Pacific Time (US & Canada)
5762	0.0	California, United States
5763	0.0	California, United States
5764	0.0	California, United States
5765	0.0	California, United States
5766	0.0	California, United States
5767	0.0	California, United States
5768	0.0	California, United States
5769	0.0	California, United States
5770	0.0	California, United States
5771	0.0	California, United States
5772	0.0	California, United States
5773	0.0	California, United States
5774	0.0	California, United States
5775	0.0	Pacific Time (US & Canada)
5776	0.0	California, United States
5777	0.0	California, United States
5778	0.0	California, United States
5779	0.0	California, United States
5780	0.0	California, United States
5781	0.0	California, United States
5782	0.0	California, United States
5783	0.0	California, United States
5784	0.0	California, United States
5785	0.0	California, United States
5786	0.0	California, United States
5787	0.0	California, United States
5788	0.0	California, United States
5789	0.0	California, United States
5790	0.0	California, United States
5791	0.0	Pacific Time (US & Canada)
5792	0.0	Pacific Time (US & Canada)
5793	0.0	California, United States
5794	0.0	Pacific Time (US & Canada)
5795	0.0	California, United States
5796	0.0	California, United States
5797	0.0	California, United States
5798	0.0	California, United States
5799	0.0	California, United States
5800	0.0	California, United States
5801	0.0	California, United States
5802	0.0	California, United States
5803	0.0	California, United States
5804	0.0	California, United States
5805	0.0	California, United States
5806	0.0	Pacific Time (US & Canada)
5807	0.0	Pacific Time (US & Canada)
5808	0.0	Pacific Time (US & Canada)
5809	0.0	California, United States
5810	0.0	California, United States
5811	0.0	California, United States
5812	0.0	California, United States
5813	0.0	California, United States
5814	0.0	California, United States
5815	0.0	Pacific Time (US & Canada)
5816	0.0	Pacific Time (US & Canada)
5817	0.0	Pacific Time (US & Canada)
5818	0.0	Pacific Time (US & Canada)
5819	0.0	California, United States
5820	0.0	Pacific Time (US & Canada)
5821	0.0	California, United States
5822	0.0	California, United States
5823	0.0	California, United States
5824	0.0	California, United States
5825	0.0	California, United States
5826	0.0	California, United States
5827	0.0	California, United States
5828	0.0	California, United States
5829	0.0	California, United States
5830	0.0	California, United States
5831	0.0	Pacific Time (US & Canada)
5832	0.0	California, United States
5833	0.0	California, United States
5834	0.0	California, United States
5835	0.0	California, United States
5836	0.0	California, United States
5837	0.0	California, United States
5838	0.0	California, United States
5839	0.0	Pacific Time (US & Canada)
5840	0.0	California, United States
5841	0.0	California, United States
5842	0.0	California, United States
5843	0.0	California, United States
5844	0.0	California, United States
5845	0.0	California, United States
5846	0.0	California, United States
5847	0.0	Pacific Time (US & Canada)
5848	0.0	Pacific Time (US & Canada)
5849	0.0	California, United States
5850	0.0	California, United States
5851	0.0	Pacific Time (US & Canada)
5852	0.0	California, United States
5853	0.0	Pacific Time (US & Canada)
5854	0.0	California, United States
5855	0.0	California, United States
5856	0.0	California, United States
5857	0.0	California, United States
5858	0.0	California, United States
5859	0.0	California, United States
5860	0.0	California, United States
5861	0.0	California, United States
5862	0.0	Pacific Time (US & Canada)
5863	0.0	California, United States
5864	0.0	California, United States
5865	0.0	California, United States
5866	0.0	California, United States
5867	0.0	California, United States
5868	0.0	California, United States
5869	0.0	California, United States
5870	0.0	California, United States
5871	0.0	California, United States
5872	0.0	California, United States
5873	0.0	California, United States
5874	0.0	California, United States
5875	0.0	California, United States
5876	0.0	California, United States
5877	0.0	California, United States
5878	0.0	California, United States
5879	0.0	California, United States
5880	0.0	California, United States
5881	0.0	California, United States
5882	0.0	California, United States
5883	0.0	California, United States
5884	0.0	California, United States
5885	0.0	California, United States
5886	0.0	California, United States
5887	0.0	California, United States
5888	0.0	California, United States
5889	0.0	Pacific Time (US & Canada)
5890	0.0	Pacific Time (US & Canada)
5891	0.0	Pacific Time (US & Canada)
5892	0.0	Pacific Time (US & Canada)
5893	0.0	Pacific Time (US & Canada)
5894	0.0	Pacific Time (US & Canada)
5895	0.0	Pacific Time (US & Canada)
5896	0.0	Pacific Time (US & Canada)
5897	0.0	California, United States
5898	0.0	Pacific Time (US & Canada)
5899	0.0	Pacific Time (US & Canada)
5900	0.0	Pacific Time (US & Canada)
5901	0.0	Pacific Time (US & Canada)
5902	0.0	California, United States
5903	0.0	California, United States
5904	0.0	California, United States
5905	0.0	California, United States
5906	0.0	California, United States
5907	0.0	California, United States
5908	0.0	California, United States
5909	0.0	California, United States
5910	0.0	California, United States
5911	0.0	California, United States
5912	0.0	California, United States
5913	0.0	California, United States
5914	0.0	California, United States
5915	0.0	California, United States
5916	0.0	California, United States
5917	0.0	California, United States
5918	0.0	California, United States
5919	0.0	California, United States
5920	0.0	California, United States
5921	0.0	California, United States
5922	0.0	California, United States
5923	0.0	California, United States
5924	0.0	Pacific Time (US & Canada)
5925	0.0	Pacific Time (US & Canada)
5926	0.0	Pacific Time (US & Canada)
5927	0.0	Pacific Time (US & Canada)
5928	0.0	California, United States
5929	0.0	Pacific Time (US & Canada)
5930	0.0	Pacific Time (US & Canada)
5931	0.0	Pacific Time (US & Canada)
5932	0.0	California, United States
5933	0.0	California, United States
5934	0.0	California, United States
5935	0.0	California, United States
5936	0.0	Pacific Time (US & Canada)
5937	0.0	California, United States
5938	0.0	California, United States
5939	0.0	California, United States
5940	0.0	California, United States
5941	0.0	California, United States
5942	0.0	California, United States
5943	0.0	California, United States
5944	0.0	California, United States
5945	0.0	California, United States
5946	0.0	Pacific Time (US & Canada)
5947	0.0	California, United States
5948	0.0	California, United States
5949	0.0	California, United States
5950	0.0	Pacific Time (US & Canada)
5951	0.0	California, United States
5952	0.0	California, United States
5953	0.0	California, United States
5954	0.0	California, United States
5955	0.0	California, United States
5956	0.0	California, United States
5957	0.0	California, United States
5958	0.0	California, United States
5959	0.0	California, United States
5960	0.0	California, United States
5961	0.0	California, United States
5962	0.0	California, United States
5963	0.0	California, United States
5964	0.0	California, United States
5965	0.0	California, United States
5966	0.0	Pacific Time (US & Canada)
5967	0.0	California, United States
5968	0.0	California, United States
5969	0.0	California, United States
5970	0.0	Pacific Time (US & Canada)
5971	0.0	California, United States
5972	0.0	Pacific Time (US & Canada)
5973	0.0	California, United States
5974	0.0	California, United States
5975	0.0	Pacific Time (US & Canada)
5976	0.0	Pacific Time (US & Canada)
5977	0.0	Pacific Time (US & Canada)
5978	0.0	Pacific Time (US & Canada)
5979	0.0	Pacific Time (US & Canada)
5980	0.0	California, United States
5981	0.0	California, United States
5982	0.0	California, United States
5983	0.0	California, United States
5984	0.0	California, United States
5985	0.0	California, United States
5986	0.0	California, United States
5987	0.0	California, United States
5988	0.0	Pacific Time (US & Canada)
5989	0.0	California, United States
5990	0.0	California, United States
5991	0.0	Pacific Time (US & Canada)
5992	0.0	Pacific Time (US & Canada)
5993	0.0	California, United States
5994	0.0	California, United States
5995	0.0	California, United States
5996	0.0	Pacific Time (US & Canada)
5997	0.0	California, United States
5998	0.0	California, United States
5999	0.0	California, United States
6000	0.0	California, United States
6001	0.0	California, United States
6002	0.0	California, United States
6003	0.0	California, United States
6004	0.0	California, United States
6005	0.0	California, United States
6006	0.0	California, United States
6007	0.0	California, United States
6008	0.0	California, United States
6009	0.0	California, United States
6010	0.0	California, United States
6011	0.0	California, United States
6012	0.0	California, United States
6013	0.0	California, United States
6014	0.0	California, United States
6015	0.0	California, United States
6016	0.0	California, United States
6017	0.0	California, United States
6018	0.0	Pacific Time (US & Canada)
6019	0.0	California, United States
6020	0.0	California, United States
6021	0.0	California, United States
6022	0.0	California, United States
6023	0.0	California, United States
6024	0.0	California, United States
6025	0.0	California, United States
6026	0.0	California, United States
6027	0.0	California, United States
6028	0.0	California, United States
6029	0.0	Pacific Time (US & Canada)
6030	0.0	California, United States
6031	0.0	California, United States
6032	0.0	California, United States
6033	0.0	California, United States
6034	0.0	California, United States
6035	0.0	California, United States
6036	0.0	California, United States
6037	0.0	Pacific Time (US & Canada)
6038	0.0	California, United States
6039	0.0	Pacific Time (US & Canada)
6040	0.0	California, United States
6041	0.0	California, United States
6042	0.0	California, United States
6043	0.0	California, United States
6044	0.0	California, United States
6045	0.0	California, United States
6046	0.0	California, United States
6047	0.0	California, United States
6048	0.0	California, United States
6049	0.0	Pacific Time (US & Canada)
6050	0.0	California, United States
6051	0.0	California, United States
6052	0.0	Pacific Time (US & Canada)
6053	0.0	California, United States
6054	0.0	California, United States
6055	0.0	California, United States
6056	0.0	California, United States
6057	0.0	California, United States
6058	0.0	California, United States
6059	0.0	California, United States
6060	0.0	California, United States
6061	0.0	California, United States
6062	0.0	California, United States
6063	0.0	California, United States
6064	0.0	Pacific Time (US & Canada)
6065	0.0	Pacific Time (US & Canada)
6066	0.0	California, United States
6067	0.0	California, United States
6068	0.0	California, United States
6069	0.0	California, United States
6070	0.0	California, United States
6071	0.0	Pacific Time (US & Canada)
6072	0.0	California, United States
6073	0.0	California, United States
6074	0.0	California, United States
6075	0.0	California, United States
6076	0.0	California, United States
6077	0.0	Pacific Time (US & Canada)
6078	0.0	Pacific Time (US & Canada)
6079	0.0	Pacific Time (US & Canada)
6080	0.0	Pacific Time (US & Canada)
6081	0.0	Pacific Time (US & Canada)
6082	0.0	Pacific Time (US & Canada)
6083	0.0	Pacific Time (US & Canada)
6084	0.0	California, United States
6085	0.0	California, United States
6086	0.0	California, United States
6087	0.0	California, United States
6088	0.0	California, United States
6089	0.0	Pacific Time (US & Canada)
6090	0.0	California, United States
6091	0.0	California, United States
6092	0.0	California, United States
6093	0.0	California, United States
6094	0.0	California, United States
6095	0.0	California, United States
6096	0.0	California, United States
6097	0.0	California, United States
6098	0.0	California, United States
6099	0.0	California, United States
6100	0.0	California, United States
6101	0.0	California, United States
6102	0.0	Pacific Time (US & Canada)
6103	0.0	California, United States
6104	0.0	California, United States
6105	0.0	California, United States
6106	0.0	Pacific Time (US & Canada)
6107	0.0	California, United States
6108	0.0	California, United States
6109	0.0	California, United States
6110	0.0	Pacific Time (US & Canada)
6111	0.0	California, United States
6112	0.0	California, United States
6113	0.0	California, United States
6114	0.0	Pacific Time (US & Canada)
6115	0.0	California, United States
6116	0.0	California, United States
6117	0.0	Pacific Time (US & Canada)
6118	0.0	California, United States
6119	0.0	California, United States
6120	0.0	California, United States
6121	0.0	California, United States
6122	0.0	California, United States
6123	0.0	California, United States
6124	0.0	California, United States
6125	0.0	California, United States
6126	0.0	California, United States
6127	0.0	California, United States
6128	0.0	California, United States
6129	0.0	California, United States
6130	0.0	California, United States
6131	0.0	California, United States
6132	0.0	California, United States
6133	0.0	California, United States
6134	0.0	California, United States
6135	0.0	California, United States
6136	0.0	California, United States
6137	0.0	California, United States
6138	0.0	California, United States
6139	0.0	California, United States
6140	0.0	California, United States
6141	0.0	California, United States
6142	0.0	California, United States
6143	0.0	California, United States
6144	0.0	California, United States
6145	0.0	California, United States
6146	0.0	California, United States
6147	0.0	California, United States
6148	0.0	California, United States
6149	0.0	California, United States
6150	0.0	California, United States
6151	0.0	California, United States
6152	0.0	California, United States
6153	0.0	Pacific Time (US & Canada)
6154	0.0	California, United States
6155	0.0	California, United States
6156	0.0	California, United States
6157	0.0	California, United States
6158	0.0	California, United States
6159	0.0	California, United States
6160	0.0	California, United States
6161	0.0	Pacific Time (US & Canada)
6162	0.0	California, United States
6163	0.0	California, United States
6164	0.0	California, United States
6165	0.0	California, United States
6166	0.0	California, United States
6167	0.0	California, United States
6168	0.0	California, United States
6169	0.0	California, United States
6170	0.0	California, United States
6171	0.0	California, United States
6172	0.0	California, United States
6173	0.0	California, United States
6174	0.0	California, United States
6175	0.0	California, United States
6176	0.0	California, United States
6177	0.0	California, United States
6178	0.0	California, United States
6179	0.0	California, United States
6180	0.0	California, United States
6181	0.0	California, United States
6182	0.0	California, United States
6183	0.0	Pacific Time (US & Canada)
6184	0.0	Pacific Time (US & Canada)
6185	0.0	California, United States
6186	0.0	California, United States
6187	0.0	California, United States
6188	0.0	California, United States
6189	0.0	California, United States
6190	0.0	California, United States
6191	0.0	California, United States
6192	0.0	California, United States
6193	0.0	California, United States
6194	0.0	California, United States
6195	0.0	California, United States
6196	0.0	California, United States
6197	0.0	Pacific Time (US & Canada)
6198	0.0	California, United States
6199	0.0	California, United States
6200	0.0	California, United States
6201	0.0	California, United States
6202	0.0	California, United States
6203	0.0	California, United States
6204	0.0	California, United States
6205	0.0	California, United States
6206	0.0	California, United States
6207	0.0	California, United States
6208	0.0	California, United States
6209	0.0	California, United States
6210	0.0	Pacific Time (US & Canada)
6211	0.0	California, United States
6212	0.0	California, United States
6213	0.0	Pacific Time (US & Canada)
6214	0.0	California, United States
6215	0.0	California, United States
6216	0.0	California, United States
6217	0.0	California, United States
6218	0.0	California, United States
6219	0.0	California, United States
6220	0.0	California, United States
6221	0.0	California, United States
6222	0.0	California, United States
6223	0.0	California, United States
6224	0.0	California, United States
6225	0.0	California, United States
6226	0.0	California, United States
6227	0.0	Pacific Time (US & Canada)
6228	0.0	California, United States
6229	0.0	California, United States
6230	0.0	California, United States
6231	0.0	California, United States
6232	0.0	California, United States
6233	0.0	California, United States
6234	0.0	California, United States
6235	0.0	California, United States
6236	0.0	California, United States
6237	0.0	California, United States
6238	0.0	California, United States
6239	0.0	California, United States
6240	0.0	California, United States
6241	0.0	California, United States
6242	0.0	California, United States
6243	0.0	California, United States
6244	0.0	California, United States
6245	0.0	California, United States
6246	0.0	California, United States
6247	0.0	California, United States
6248	0.0	California, United States
6249	0.0	California, United States
6250	0.0	California, United States
6251	0.0	California, United States
6252	0.0	California, United States
6253	0.0	California, United States
6254	0.0	California, United States
6255	0.0	California, United States
6256	0.0	California, United States
6257	0.0	Pacific Time (US & Canada)
6258	0.0	Pacific Time (US & Canada)
6259	0.0	California, United States
6260	0.0	Pacific Time (US & Canada)
6261	0.0	California, United States
6262	0.0	California, United States
6263	0.0	California, United States
6264	0.0	California, United States
6265	0.0	California, United States
6266	0.0	California, United States
6267	0.0	Pacific Time (US & Canada)
6268	0.0	California, United States
6269	0.0	California, United States
6270	0.0	California, United States
6271	0.0	California, United States
6272	0.0	California, United States
6273	0.0	California, United States
6274	0.0	California, United States
6275	0.0	California, United States
6276	0.0	California, United States
6277	0.0	California, United States
6278	0.0	Pacific Time (US & Canada)
6279	0.0	California, United States
6280	0.0	California, United States
6281	0.0	California, United States
6282	0.0	California, United States
6283	0.0	California, United States
6284	0.0	Pacific Time (US & Canada)
6285	0.0	Pacific Time (US & Canada)
6286	0.0	California, United States
6287	0.0	Pacific Time (US & Canada)
6288	0.0	Pacific Time (US & Canada)
6289	0.0	Pacific Time (US & Canada)
6290	0.0	California, United States
6291	0.0	California, United States
6292	0.0	California, United States
6293	0.0	California, United States
6294	0.0	California, United States
6295	0.0	California, United States
6296	0.0	California, United States
6297	0.0	California, United States
6298	0.0	California, United States
6299	0.0	Pacific Time (US & Canada)
6300	0.0	California, United States
6301	0.0	California, United States
6302	0.0	Pacific Time (US & Canada)
6303	0.0	California, United States
6304	0.0	California, United States
6305	0.0	California, United States
6306	0.0	California, United States
6307	0.0	California, United States
6308	0.0	Pacific Time (US & Canada)
6309	0.0	Pacific Time (US & Canada)
6310	0.0	California, United States
6311	0.0	California, United States
6312	0.0	California, United States
6313	0.0	Pacific Time (US & Canada)
6314	0.0	California, United States
6315	0.0	California, United States
6316	0.0	California, United States
6317	0.0	California, United States
6318	0.0	Pacific Time (US & Canada)
6319	0.0	California, United States
6320	0.0	Pacific Time (US & Canada)
6321	0.0	California, United States
6322	0.0	California, United States
6323	0.0	Pacific Time (US & Canada)
6324	0.0	California, United States
6325	0.0	California, United States
6326	0.0	California, United States
6327	0.0	California, United States
6328	0.0	California, United States
6329	0.0	California, United States
6330	0.0	California, United States
6331	0.0	California, United States
6332	0.0	California, United States
6333	0.0	California, United States
6334	0.0	California, United States
6335	0.0	California, United States
6336	0.0	California, United States
6337	0.0	California, United States
6338	0.0	California, United States
6339	0.0	California, United States
6340	0.0	California, United States
6341	0.0	California, United States
6342	0.0	California, United States
6343	0.0	California, United States
6344	0.0	California, United States
6345	0.0	California, United States
6346	0.0	Pacific Time (US & Canada)
6347	0.0	California, United States
6348	0.0	California, United States
6349	0.0	California, United States
6350	0.0	California, United States
6351	0.0	California, United States
6352	0.0	California, United States
6353	0.0	Pacific Time (US & Canada)
6354	0.0	Pacific Time (US & Canada)
6355	0.0	California, United States
6356	0.0	Pacific Time (US & Canada)
6357	0.0	Pacific Time (US & Canada)
6358	0.0	California, United States
6359	0.0	Pacific Time (US & Canada)
6360	0.0	California, United States
6361	0.0	California, United States
6362	0.0	California, United States
6363	0.0	California, United States
6364	0.0	California, United States
6365	0.0	California, United States
6366	0.0	California, United States
6367	0.0	California, United States
6368	0.0	California, United States
6369	0.0	California, United States
6370	0.0	California, United States
6371	0.0	California, United States
6372	0.0	California, United States
6373	0.0	California, United States
6374	0.0	California, United States
6375	0.0	California, United States
6376	0.0	California, United States
6377	0.0	California, United States
6378	0.0	California, United States
6379	0.0	Pacific Time (US & Canada)
6380	0.0	California, United States
6381	0.0	California, United States
6382	0.0	California, United States
6383	0.0	California, United States
6384	0.0	California, United States
6385	0.0	California, United States
6386	0.0	California, United States
6387	0.0	California, United States
6388	0.0	California, United States
6389	0.0	California, United States
6390	0.0	Pacific Time (US & Canada)
6391	0.0	California, United States
6392	0.0	California, United States
6393	0.0	California, United States
6394	0.0	California, United States
6395	0.0	California, United States
6396	0.0	California, United States
6397	0.0	California, United States
6398	0.0	California, United States
6399	0.0	Pacific Time (US & Canada)
6400	0.0	California, United States
6401	0.0	California, United States
6402	0.0	Pacific Time (US & Canada)
6403	0.0	California, United States
6404	0.0	California, United States
6405	0.0	California, United States
6406	0.0	California, United States
6407	0.0	California, United States
6408	0.0	California, United States
6409	0.0	California, United States
6410	0.0	Pacific Time (US & Canada)
6411	0.0	Pacific Time (US & Canada)
6412	0.0	California, United States
6413	0.0	California, United States
6414	0.0	California, United States
6415	0.0	California, United States
6416	0.0	California, United States
6417	0.0	California, United States
6418	0.0	California, United States
6419	0.0	California, United States
6420	0.0	California, United States
6421	0.0	California, United States
6422	0.0	California, United States
6423	0.0	California, United States
6424	0.0	California, United States
6425	0.0	California, United States
6426	0.0	California, United States
6427	0.0	California, United States
6428	0.0	California, United States
6429	0.0	Pacific Time (US & Canada)
6430	0.0	Pacific Time (US & Canada)
6431	0.0	Pacific Time (US & Canada)
6432	0.0	Pacific Time (US & Canada)
6433	0.0	California, United States
6434	0.0	California, United States
6435	0.0	California, United States
6436	0.0	California, United States
6437	0.0	California, United States
6438	0.0	California, United States
6439	0.0	California, United States
6440	0.0	California, United States
6441	0.0	California, United States
6442	0.0	Pacific Time (US & Canada)
6443	0.0	California, United States
6444	0.0	California, United States
6445	0.0	California, United States
6446	0.0	California, United States
6447	0.0	California, United States
6448	0.0	California, United States
6449	0.0	California, United States
6450	0.0	California, United States
6451	0.0	California, United States
6452	0.0	California, United States
6453	0.0	California, United States
6454	0.0	California, United States
6455	0.0	California, United States
6456	0.0	California, United States
6457	0.0	California, United States
6458	0.0	California, United States
6459	0.0	California, United States
6460	0.0	California, United States
6461	0.0	California, United States
6462	0.0	California, United States
6463	0.0	California, United States
6464	0.0	California, United States
6465	0.0	California, United States
6466	0.0	Pacific Time (US & Canada)
6467	0.0	California, United States
6468	0.0	California, United States
6469	0.0	California, United States
6470	0.0	California, United States
6471	0.0	California, United States
6472	0.0	Pacific Time (US & Canada)
6473	0.0	California, United States
6474	0.0	California, United States
6475	0.0	California, United States
6476	0.0	California, United States
6477	0.0	Pacific Time (US & Canada)
6478	0.0	California, United States
6479	0.0	California, United States
6480	0.0	California, United States
6481	0.0	Pacific Time (US & Canada)
6482	0.0	Pacific Time (US & Canada)
6483	0.0	Pacific Time (US & Canada)
6484	0.0	California, United States
6485	0.0	California, United States
6486	0.0	California, United States
6487	0.0	California, United States
6488	0.0	Pacific Time (US & Canada)
6489	0.0	California, United States
6490	0.0	California, United States
6491	0.0	California, United States
6492	0.0	California, United States
6493	0.0	California, United States
6494	0.0	California, United States
6495	0.0	California, United States
6496	0.0	California, United States
6497	0.0	California, United States
6498	0.0	California, United States
6499	0.0	California, United States
6500	0.0	California, United States
6501	0.0	California, United States
6502	0.0	Pacific Time (US & Canada)
6503	0.0	California, United States
6504	0.0	California, United States
6505	0.0	California, United States
6506	0.0	California, United States
6507	0.0	California, United States
6508	0.0	California, United States
6509	0.0	California, United States
6510	0.0	California, United States
6511	0.0	California, United States
6512	0.0	Pacific Time (US & Canada)
6513	0.0	California, United States
6514	0.0	California, United States
6515	0.0	California, United States
6516	0.0	California, United States
6517	0.0	California, United States
6518	0.0	California, United States
6519	0.0	California, United States
6520	0.0	California, United States
6521	0.0	California, United States
6522	0.0	California, United States
6523	0.0	California, United States
6524	0.0	California, United States
6525	0.0	Pacific Time (US & Canada)
6526	0.0	Pacific Time (US & Canada)
6527	0.0	California, United States
6528	0.0	California, United States
6529	0.0	California, United States
6530	0.0	California, United States
6531	0.0	California, United States
6532	0.0	Pacific Time (US & Canada)
6533	0.0	California, United States
6534	0.0	California, United States
6535	0.0	California, United States
6536	0.0	California, United States
6537	0.0	Pacific Time (US & Canada)
6538	0.0	California, United States
6539	0.0	California, United States
6540	0.0	California, United States
6541	0.0	California, United States
6542	0.0	California, United States
6543	0.0	California, United States
6544	0.0	California, United States
6545	0.0	California, United States
6546	0.0	California, United States
6547	0.0	California, United States
6548	0.0	California, United States
6549	0.0	California, United States
6550	0.0	California, United States
6551	0.0	California, United States
6552	0.0	Pacific Time (US & Canada)
6553	0.0	Pacific Time (US & Canada)
6554	0.0	California, United States
6555	0.0	California, United States
6556	0.0	Pacific Time (US & Canada)
6557	0.0	California, United States
6558	0.0	California, United States
6559	0.0	California, United States
6560	0.0	California, United States
6561	0.0	California, United States
6562	0.0	California, United States
6563	0.0	California, United States
6564	0.0	California, United States
6565	0.0	California, United States
6566	0.0	California, United States
6567	0.0	California, United States
6568	0.0	California, United States
6569	0.0	California, United States
6570	0.0	Pacific Time (US & Canada)
6571	0.0	Pacific Time (US & Canada)
6572	0.0	Pacific Time (US & Canada)
6573	0.0	Pacific Time (US & Canada)
6574	0.0	Pacific Time (US & Canada)
6575	0.0	Pacific Time (US & Canada)
6576	0.0	California, United States
6577	0.0	California, United States
6578	0.0	California, United States
6579	0.0	California, United States
6580	0.0	California, United States
6581	0.0	California, United States
6582	0.0	California, United States
6583	0.0	California, United States
6584	0.0	California, United States
6585	0.0	California, United States
6586	0.0	California, United States
6587	0.0	California, United States
6588	0.0	California, United States
6589	0.0	California, United States
6590	0.0	California, United States
6591	0.0	California, United States
6592	0.0	California, United States
6593	0.0	California, United States
6594	0.0	California, United States
6595	0.0	California, United States
6596	0.0	California, United States
6597	0.0	California, United States
6598	0.0	California, United States
6599	0.0	California, United States
6600	0.0	California, United States
6601	0.0	Pacific Time (US & Canada)
6602	0.0	California, United States
6603	0.0	California, United States
6604	0.0	California, United States
6605	0.0	California, United States
6606	0.0	California, United States
6607	0.0	California, United States
6608	0.0	California, United States
6609	0.0	California, United States
6610	0.0	California, United States
6611	0.0	California, United States
6612	0.0	California, United States
6613	0.0	California, United States
6614	0.0	California, United States
